/dev/ttyS0
/dev/ttyACM0
1.4 	-4.013
1.3 	-4.244
30.0 	-1.577
1.4 	-1.998
1.3 	-2.423
1.4 	-2.762
1.4 	-3.07
1.6 	-3.276
1.3 	-3.577
1.4 	-3.806
1.4 	-4.013
1.3 	-4.244
2.4 	0.334
7.6 	0.407
4.1 	0.564
3.3 	0.752
2.8 	0.966
2.7 	1.17
2.5 	1.378
2.3 	1.594
2.4 	1.775
1.9 	2.026
1.9 	2.254
2.0 	2.438
2.0 	2.604
2.0 	2.755
1.6 	2.991
1.7 	3.175
2.0 	3.271
1.6 	3.458
1.7 	3.597
1.6 	3.753
1.4 	3.965
1.7 	4.055
1.6 	4.167
1.4 	4.339
1.6 	4.423
1.3 	4.615
1.8 	4.617
1.3 	4.79
1.6 	4.831
1.4 	4.94
1.3 	5.082
1.4 	5.166
1.4 	5.243
1.3 	5.356
1.6 	5.342
1.4 	5.402
1.3 	5.5
1.4 	5.544
1.4 	5.584
1.0 	5.849
1.3 	5.904
1.4 	5.909
1.3 	5.959
1.3 	6.003
1.5 	5.961
1.3 	6.005
1.0 	6.23
1.3 	6.248
1.4 	6.22
1.3 	6.24
1.0 	6.442
1.5 	6.358
1.3 	6.364
1.0 	6.554
1.3 	6.541
1.4 	6.485
1.0 	6.664
1.3 	6.641
1.2 	6.671
1.3 	6.647
1.3 	6.625
1.0 	6.79
1.4 	6.711
1.0 	6.868
1.3 	6.825
1.2 	6.837
1.3 	6.797
1.0 	6.946
1.3 	6.895
1.1 	6.962
1.3 	6.91
1.0 	7.048
1.4 	6.943
1.1 	7.005
1.3 	-39.276
1.0 	-34.704
1.4 	-30.8
1.0 	-27.042
1.0 	-23.645
1.3 	-20.759
1.2 	-18.098
1.3 	-15.744
1.0 	-13.432
1.1 	-11.414
1.3 	-9.702
1.0 	-7.969
1.4 	-6.632
1.1 	-5.267
1.0 	-3.96
1.3 	-2.963
1.0 	-1.878
1.1 	-0.969
1.3 	-0.26
1.0 	0.566
1.0 	1.313
1.5 	1.721
1.0 	2.357
1.0 	2.932
1.4 	3.223
1.0 	3.715
1.0 	4.16
1.3 	4.377
1.1 	4.685
1.1 	4.963
1.3 	5.103
1.0 	5.415
1.1 	5.623
1.3 	5.7
1.0 	5.954
1.0 	6.183
1.4 	6.162
1.1 	6.299
1.0 	6.495
1.4 	6.444
1.0 	6.627
1.0 	6.792
1.0 	6.941
1.4 	6.847
1.0 	6.991
1.1 	7.048
1.3 	6.988
1.1 	7.045
1.0 	7.17
1.0 	7.283
1.4 	7.156
1.0 	7.271
1.0 	7.374
1.0 	7.467
1.5 	7.284
1.0 	7.386
1.0 	7.479
1.0 	7.562
1.4 	7.408
1.0 	7.498
1.0 	7.58
1.0 	7.653
1.4 	7.491
1.1 	7.5
1.0 	7.581
1.0 	7.655
1.4 	7.492
1.0 	7.574
1.0 	7.648
1.0 	7.715
1.4 	7.547
1.1 	7.551
1.0 	7.627
1.0 	7.696
1.4 	7.53
1.0 	-52.484
1.0 	-46.645
1.0 	-41.366
1.4 	-36.822
1.0 	-32.486
1.1 	-28.639
1.1 	-25.161
1.0 	-21.945
1.3 	-19.222
1.0 	-16.575
1.1 	-14.255
1.1 	-12.159
1.0 	-10.19
1.0 	-8.411
1.4 	-7.031
1.0 	-5.555
1.0 	-4.22
1.0 	-3.014
1.2 	-2.057
1.3 	-1.243
1.0 	-0.322
1.0 	0.51
1.1 	1.189
1.0 	1.876
1.0 	2.497
1.3 	2.874
1.1 	3.326
1.1 	3.736
1.0 	4.178
1.0 	4.578
1.1 	4.867
1.0 	5.201
1.3 	5.318
1.0 	5.609
1.1 	5.799
1.0 	6.043
1.1 	6.192
1.0 	6.398
1.1 	6.513
1.3 	6.504
1.0 	6.681
1.0 	6.84
1.1 	6.912
1.0 	7.05
1.0 	7.174
1.1 	7.214
1.4 	7.094
1.0 	7.214
1.0 	7.323
1.0 	7.421
1.1 	7.437
1.0 	7.524
1.0 	7.603
1.4 	7.446
1.1 	7.459
1.0 	7.544
1.0 	7.621
1.1 	7.618
1.0 	7.688
1.0 	7.751
1.0 	7.808
1.4 	7.631
1.0 	7.7
1.1 	7.689
1.0 	7.752
1.1 	7.736
1.0 	7.795
1.0 	7.848
1.0 	7.896
1.4 	7.71
1.0 	7.771
1.0 	7.826
1.1 	7.803
1.1 	7.783
1.0 	7.837
1.0 	-52.207
1.0 	-46.394
1.4 	-41.368
1.0 	-36.595
1.0 	-32.281
1.0 	-28.381
1.2 	-24.988
1.0 	-21.788
1.0 	-18.895
1.0 	-16.28
1.1 	-13.989
1.0 	-11.845
1.1 	-9.979
1.3 	-8.405
1.1 	-6.87
1.0 	-5.409
1.0 	-4.088
1.0 	-2.895
1.1 	-1.888
1.0 	-0.906
1.0 	-0.018
1.1 	0.712
1.4 	1.216
1.0 	1.901
1.0 	2.52
1.0 	3.079
1.1 	3.512
1.0 	3.976
1.0 	4.395
1.0 	4.775
1.1 	5.045
1.1 	5.289
1.3 	5.397
1.0 	5.68
1.1 	5.864
1.0 	6.102
1.0 	6.317
1.0 	6.512
1.1 	6.615
1.1 	6.709
1.0 	6.866
1.0 	7.008
1.4 	6.908
1.0 	7.046
1.0 	7.17
1.0 	7.283
1.1 	7.313
1.0 	7.412
1.0 	7.501
1.1 	7.51
1.1 	7.517
1.3 	7.412
1.0 	7.502
1.0 	7.583
1.1 	7.583
1.0 	7.656
1.0 	7.723
1.0 	7.782
1.2 	7.703
1.0 	7.765
1.3 	7.636
1.0 	7.704
1.1 	7.693
1.0 	7.755
1.0 	7.812
1.0 	7.863
1.1 	7.837
1.0 	7.886
1.1 	7.857
1.3 	7.719
1.1 	7.707
1.0 	7.768
1.0 	7.823
1.0 	7.874
1.1 	7.846
1.0 	-52.198
1.0 	-46.386
1.0 	-41.132
1.2 	-36.515
1.3 	-32.394
1.0 	-28.483
1.0 	-24.947
1.1 	-21.824
1.0 	-18.927
1.1 	-16.382
1.0 	-14.008
1.1 	-11.935
1.0 	-9.988
1.0 	-8.228
1.0 	-6.637
1.1 	-5.271
1.4 	-4.193
1.0 	-2.989
1.0 	-1.901
1.1 	-0.99
1.0 	-0.094
1.0 	0.716
1.0 	1.449
1.1 	2.038
1.0 	2.644
1.0 	3.191
1.1 	3.613
